pc_time_s,idx,teensy_t_us,raw1,raw2,raw3,raw4,raw5,idx_jump,missing_frames
0.327153,329,329000,11,15,7,9,12,1,0
0.328098,330,330000,11,17,7,8,6,1,0
0.329092,331,331000,9,14,5,12,8,1,0
0.330108,332,332000,12,13,6,9,10,1,0
0.331116,333,333000,10,16,5,11,5,1,0
0.332075,334,334000,11,14,6,12,8,1,0
0.333519,335,335000,11,0,4,9,8,1,0
0.334089,336,336000,10,16,7,9,8,1,0
0.335102,337,337000,10,14,7,11,6,1,0
0.336099,338,338000,28,13,5,10,8,1,0
0.337067,339,339000,9,14,3,10,6,1,0
0.338180,340,340000,13,15,7,10,7,1,0
0.339108,341,341000,11,15,7,8,8,1,0
0.340087,342,342000,6,15,5,11,2,1,0
0.341064,343,343000,12,13,6,10,6,1,0
0.342069,344,344000,10,16,7,10,6,1,0
0.343094,345,345000,11,15,6,10,6,1,0
0.344099,346,346000,12,15,6,10,8,1,0
0.345074,347,347000,13,14,9,9,8,1,0
0.346151,348,348000,10,16,4,11,7,1,0
0.347109,349,349000,11,14,5,8,4,1,0
0.348089,350,350000,10,16,7,12,5,1,0
0.349074,351,351000,10,12,6,12,8,1,0
0.350069,352,352000,12,15,7,9,7,1,0
0.351063,353,353000,7,14,6,10,2,1,0
0.352068,354,354000,10,12,7,9,7,1,0
0.353436,355,355000,11,13,6,9,5,1,0
0.354085,356,356000,11,16,5,9,6,1,0
0.355328,357,357000,10,13,6,10,7,1,0
0.356100,358,358000,14,14,4,9,25,1,0
0.357078,359,359000,9,13,5,12,4,1,0
0.358581,360,360000,12,14,6,10,6,1,0
0.359112,361,361000,10,7,7,9,8,1,0
0.360067,362,362000,9,16,7,10,4,1,0
0.361066,363,363000,13,15,6,10,8,1,0
0.362080,364,364000,10,14,4,10,8,1,0
0.363097,365,365000,12,14,4,10,8,1,0
0.364102,366,366000,11,13,7,10,9,1,0
0.365097,367,367000,11,14,5,10,10,1,0
0.366086,368,368000,11,13,7,11,8,1,0
0.367071,369,369000,12,14,7,10,8,1,0
0.368072,370,370000,13,16,9,10,6,1,0
0.369091,371,371000,10,14,3,10,6,1,0
0.370070,372,372000,13,13,5,8,10,1,0
0.371209,373,373000,10,16,6,10,6,1,0
0.372104,374,374000,9,14,5,12,6,1,0
0.373106,375,375000,11,13,6,10,7,1,0
0.374132,376,376000,11,13,5,12,9,1,0
0.375102,377,377000,11,15,5,14,8,1,0
0.376079,378,378000,14,15,5,9,7,1,0
0.377068,379,379000,10,14,6,10,7,1,0
0.378080,380,380000,13,13,7,12,9,1,0
0.379143,381,381000,11,13,5,10,11,1,0
0.380112,382,382000,9,15,5,16,5,1,0
0.381106,383,383000,0,15,8,10,8,1,0
0.382090,384,384000,10,15,5,11,8,1,0
0.383070,385,385000,12,14,6,10,8,1,0
0.384095,386,386000,10,14,5,11,7,1,0
0.385087,387,387000,14,14,8,12,10,1,0
0.386089,388,388000,11,15,5,11,5,1,0
0.387091,389,389000,12,13,8,10,10,1,0
0.388114,390,390000,10,14,7,13,9,1,0
0.389095,391,391000,10,14,7,11,6,1,0
0.390112,392,392000,11,15,7,10,10,1,0
0.391082,393,393000,9,15,5,10,6,1,0
0.392062,394,394000,11,13,6,10,6,1,0
0.393069,395,395000,10,14,4,11,7,1,0
0.394098,396,396000,11,16,6,10,8,1,0
0.395073,397,397000,11,14,7,10,4,1,0
0.396108,398,398000,14,16,7,12,12,1,0
0.397099,399,399000,10,14,6,9,6,1,0
0.398067,400,400000,11,17,7,10,6,1,0
0.399069,401,401000,14,11,0,12,8,1,0
0.400145,402,402000,10,14,7,12,5,1,0
0.401076,403,403000,11,12,6,10,7,1,0
0.402069,404,404000,11,14,5,11,8,1,0
0.403077,405,405000,11,15,7,10,8,1,0
0.404106,406,406000,11,14,8,10,7,1,0
0.405111,407,407000,12,16,8,9,10,1,0
0.406092,408,408000,10,15,8,11,4,1,0
0.407069,409,409000,11,13,5,8,9,1,0
0.408064,410,410000,7,17,6,10,10,1,0
0.409068,411,411000,10,13,6,22,7,1,0
0.410101,412,412000,12,14,5,10,8,1,0
0.411063,413,413000,8,14,4,12,8,1,0
0.412059,414,414000,11,13,6,11,7,1,0
0.413108,415,415000,11,13,7,8,6,1,0
0.414095,416,416000,10,13,6,10,7,1,0
0.415072,417,417000,8,15,6,11,7,1,0
0.416067,418,418000,13,15,7,11,6,1,0
0.417070,419,419000,9,15,6,10,8,1,0
0.418064,420,420000,11,16,6,11,13,1,0
0.419142,421,421000,10,15,6,9,9,1,0
0.420114,422,422000,11,16,5,10,4,1,0
0.421294,423,423000,13,13,7,9,8,1,0
0.422096,424,424000,9,15,7,11,8,1,0
0.423077,425,425000,11,15,7,10,6,1,0
0.424097,426,426000,12,17,6,12,8,1,0
0.425065,427,427000,13,14,7,10,10,1,0
0.426074,428,428000,10,14,6,10,6,1,0
0.427068,429,429000,14,13,6,11,9,1,0
0.428068,430,430000,7,14,7,13,6,1,0
0.429459,431,431000,12,17,7,11,8,1,0
0.430094,432,432000,9,14,6,8,10,1,0
