 ,Area(zone a),Mean(zone a),Min(zone a),Max(zone a),Area(zone b),Mean(zone b),Min(zone b),Max(zone b)
1005,263520,15564.265,0,63008,247599,30834.967,0,63008
1006,263520,15657.711,0,61731,247599,30920.182,4683,61731
1007,263520,15533.893,0,60453,247599,30768.723,6385,60453
1008,263520,15425.258,0,59602,247599,30640.449,4683,65535
1009,263520,15678.796,0,65535,247599,30876.133,851,65535
1010,263520,20199.746,0,54067,247599,29127.316,3405,54067
1011,263520,44610.996,4257,65535,247599,23206.906,0,65535
1012,263520,43762.824,6385,65535,247599,23078.111,0,65535
1013,263520,43976.973,0,65535,247599,23257.717,0,65535
1014,263520,44048.031,4683,65535,247599,23274.137,0,65535
1015,263520,43713.605,4257,65535,247599,23019.617,0,65535
1016,263520,44081.676,4257,65535,247599,23311.217,0,65535
1017,263520,43726.988,1702,65535,247599,23032.387,0,65535
1018,263520,44056.492,4257,65535,247599,23320.684,0,65535
1019,263520,43906.387,5534,65535,247599,23157.412,0,65535
1020,263520,44235.570,4683,65535,247599,23439.715,0,65535
1021,263520,44292.629,4683,65535,247599,23436.062,0,65535
1022,263520,23534.490,0,56196,247599,28507.518,1277,56196
1023,263520,15567.723,0,60879,247599,31092.225,5960,60879
1024,263520,15595.958,0,54493,247599,30891.783,6385,57047
1025,263520,15721.079,0,60879,247599,31036.379,0,64285
1026,263520,15616.193,0,65535,247599,30924.320,6811,65535
1027,263520,15744.830,0,65535,247599,31051.406,5108,65535
1028,263520,15764.208,0,57473,247599,31026.846,2554,57473
1029,263520,15507.604,0,59176,247599,30771.961,5960,59602
1030,263520,15780.033,0,56622,247599,31030.625,2980,63008
1031,263520,15558.710,0,58325,247599,30833.279,5108,65535
1032,263520,15734.731,0,54067,247599,31008.637,5960,65535
1033,263520,20890.570,0,58325,247599,29273.062,0,58325
1034,263520,44398.254,4683,65535,247599,22983.449,0,65535
1035,263520,44110.770,4683,65535,247599,23312.168,0,65535
1036,263520,43895.402,5960,65535,247599,23129.625,0,65535
1037,263520,44184.918,3831,65535,247599,23353.875,0,65535
1038,263520,43967.844,6385,65535,247599,23192.098,0,65535
1039,263520,44226.551,3831,65535,247599,23423.961,0,65535
1040,263520,43938.527,0,65535,247599,23164.709,0,65535
1041,263520,43961.441,5108,65535,247599,23195.410,0,65535
1042,263520,44219.887,5534,65535,247599,23385.922,0,65535
1043,263520,43912.387,5960,65535,247599,23161.820,0,65535
1044,263520,44157.016,5108,65535,247599,23375.152,0,65535
1045,263520,23089.738,0,61731,247599,28619.285,0,61731
1046,263520,15556.437,0,61731,247599,31076.734,6811,65535
1047,263520,15529.030,0,63859,247599,30783.260,0,65535
1048,263520,15519.646,0,65136,247599,30782.299,1702,65136
1049,263520,15771.474,0,61305,247599,31030.676,1277,65535
1050,263520,15555.987,0,62582,247599,30825.666,1277,62582
1051,263520,15796.531,0,52364,247599,31087.762,5960,53216
1052,263520,15581.999,0,60028,247599,30844.553,3831,60028
1053,263520,15752.892,0,53642,247599,31038.732,5534,65535
1054,263520,15730.677,0,54493,247599,30971.084,851,54493
1055,263520,15469.895,0,60028,247599,30725.400,0,60028
1056,263520,21477.943,0,65535,247599,29242.617,0,65535
1057,263520,44482.816,5108,65535,247599,23072.598,0,65535
1058,263520,44110.230,6385,65535,247599,23344.564,0,65535
1059,263520,44002.824,0,65535,247599,23220.928,0,65535
1060,263520,44122.000,5960,65535,247599,23326.916,0,65535
1061,263520,44163.434,0,65535,247599,23321.145,0,65535
1062,263520,43917.969,3405,65535,247599,23142.711,0,65535
1063,263520,44233.332,4683,65535,247599,23382.002,0,65535
1064,263520,44042.590,851,65535,247599,23259.957,0,65535
1065,263520,44171.285,4683,65535,247599,23376.154,0,65535
1066,263520,44012.293,0,65535,247599,23220.291,0,65535
1067,263520,44247.844,0,65535,247599,23445.781,0,65535
1068,263520,22862.957,0,55345,247599,28943.355,2980,55345
1069,263520,15401.621,0,53642,247599,30886.240,4257,54919
1070,263520,15776.730,0,55770,247599,31022.859,851,64285
1071,263520,15519.292,0,51939,247599,30757.988,0,54493
1072,263520,15660.047,0,58750,247599,30903.947,425,63433
1073,263520,15519.446,0,57899,247599,30741.406,3831,62582
1074,263520,15435.526,0,51513,247599,30638.852,0,51939
1075,263520,15641.633,0,65535,247599,30817.547,4257,65535
1076,263520,15407.835,0,54919,247599,30595.490,4683,54919
1077,263520,15726.684,0,63859,247599,30921.584,5108,65535
1078,263520,15536.096,0,58750,247599,30758.824,3405,58750
1079,263520,21832.322,0,65535,247599,29034.520,2554,65535
1080,263520,44415.629,4683,65535,247599,23024.023,0,65535
1081,263520,43931.371,6385,65535,247599,23195.707,0,65535
1082,263520,44216.723,4683,65535,247599,23373.660,0,65535
1083,263520,43868.027,5960,65535,247599,23099.264,0,65535
1084,263520,44265.141,4683,65535,247599,23437.912,0,65535
1085,263520,44051.988,5534,65535,247599,23232.121,0,65535
1086,263520,44296.734,5960,65535,247599,23458.742,0,65535
1087,263520,44093.223,5108,65535,247599,23260.424,0,65535
1088,263520,44017.156,5960,65535,247599,23209.148,0,65535
1089,263520,44353.039,4257,65535,247599,23463.029,0,65535
1090,263520,44027.309,4683,65535,247599,23218.627,0,65535
1091,263520,22487.842,0,56622,247599,29213.098,0,56622
1092,263520,15468.578,0,53216,247599,30987.238,4683,65535
1093,263520,15795.533,0,60879,247599,31132.541,4683,60879
1094,263520,15806.916,0,59176,247599,31085.646,0,63433
1095,263520,15463.517,0,51087,247599,30734.236,0,56196
1096,263520,15742.184,0,58325,247599,30995.787,2554,64285
1097,263520,15507.632,0,54919,247599,30757.207,1702,54919
1098,263520,15721.670,0,60453,247599,30985.402,7237,60453
1099,263520,15460.271,0,51087,247599,30687.508,6385,52790
1100,263520,15667.205,0,54919,247599,30897.764,4683,55345
1101,263520,15719.650,0,59176,247599,30912.818,3831,63433
1102,263520,22035.473,0,60879,247599,28648.820,0,60879
1103,263520,44628.887,6385,65535,247599,23236.105,0,65535
1104,263520,43889.559,5534,65535,247599,23193.928,0,65535
1105,263520,44138.141,5534,65535,247599,23388.795,0,65535
1106,263520,43889.199,1702,65535,247599,23143.863,0,65535
1107,263520,44091.371,5108,65535,247599,23312.490,0,65535
1108,263520,44236.426,3831,65535,247599,23391.693,0,65535
1109,263520,43947.492,5108,65535,247599,23173.746,0,65535
1110,263520,44263.953,0,65535,247599,23402.660,0,65535
1111,263520,44134.297,5960,65535,247599,23307.465,0,65535
1112,263520,44213.105,5108,65535,247599,23373.574,0,65535
1113,263520,44079.332,2980,65535,247599,23252.477,0,65535
1114,263520,21722.383,0,59176,247599,29021.531,851,59176
1115,263520,15720.048,0,54493,247599,31217.807,2128,56622
1116,263520,15538.581,0,65535,247599,30842.160,0,65535
1117,263520,15730.215,0,56196,247599,31005.000,2980,56196
1118,263520,15603.689,0,59602,247599,30896.143,5960,65535
1119,263520,15720.165,0,60453,247599,31011.771,5960,60453
1120,263520,15535.309,0,62582,247599,30793.445,4683,62582
1121,263520,15471.743,0,54919,247599,30720.000,1277,62156
1122,263520,15754.355,0,64285,247599,30979.994,1277,64285
1123,263520,15440.473,0,58750,247599,30658.643,5108,58750
1124,263520,15705.669,0,52790,247599,30949.402,5534,56196
1125,263520,22584.162,0,56622,247599,28632.742,0,56622
1126,263520,44601.570,3831,65535,247599,23250.672,0,65535
1127,263520,43880.770,2128,65535,247599,23164.314,0,65535
1128,263520,43757.836,4683,65535,247599,23061.914,0,65535
1129,263520,44092.344,3405,65535,247599,23323.947,0,65535
1130,263520,43794.918,4683,65535,247599,23091.916,0,65535
1131,263520,44068.250,0,65535,247599,23334.328,0,65535
1132,263520,43854.996,5534,65535,247599,23124.838,0,65535
1133,263520,44068.188,4683,65535,247599,23322.336,0,65535
1134,263520,44196.684,5534,65535,247599,23374.131,0,65535
1135,263520,43957.898,2980,65535,247599,23185.975,0,65535
1136,263520,44276.070,1702,65535,247599,23423.459,0,65535
1137,263520,21261.648,0,61731,247599,29138.650,0,61731
1138,263520,15632.124,0,64285,247599,31142.299,2128,65535
1139,263520,15610.141,0,59176,247599,30909.580,6385,63008
1140,263520,15765.310,0,54493,247599,31085.342,0,54493
1141,263520,15825.701,0,52364,247599,31109.170,4683,65535
1142,263520,15569.329,0,62582,247599,30860.250,2980,63859
1143,263520,15737.937,0,64711,247599,31006.789,5534,64711
1144,263520,15543.642,0,62156,247599,30810.771,3831,65535
1145,263520,15722.789,0,58325,247599,31016.920,4683,58325
1146,263520,15566.006,0,57047,247599,30840.100,5108,57047
1147,263520,15765.477,0,65535,247599,31046.027,0,65535
1148,263520,23275.014,0,59176,247599,28707.115,851,59176
1149,263520,44374.965,3831,65535,247599,23018.545,0,65535
1150,263520,44266.129,5960,65535,247599,23443.578,0,65535
1151,263520,43942.855,4683,65535,247599,23167.365,0,65535
1152,263520,44164.293,4683,65535,247599,23359.525,0,65535
1153,263520,44001.594,425,65535,247599,23223.947,0,65535
1154,263520,43886.059,5534,65535,247599,23119.566,0,65535
1155,263520,44198.211,2980,65535,247599,23366.521,0,65535
1156,263520,43895.277,6385,65535,247599,23131.533,0,65535
1157,263520,44163.688,5960,65535,247599,23331.535,0,65535
1158,263520,44019.582,3405,65535,247599,23244.795,0,65535
1159,263520,44175.340,5960,65535,247599,23382.779,0,65535
1160,263520,20867.596,0,59176,247599,29291.654,4257,59176
1161,263520,15398.961,0,63433,247599,30822.818,2128,65535
1162,263520,15812.116,0,56196,247599,31070.156,6385,56196
1163,263520,15472.744,0,62156,247599,30721.406,5108,62156
1164,263520,15729.557,0,52790,247599,31020.303,6385,57899
1165,263520,15554.337,0,60879,247599,30818.473,851,60879
1166,263520,15782.981,0,62582,247599,31082.266,2980,62582
1167,263520,15536.892,0,52790,247599,30802.842,0,62156
1168,263520,15470.791,0,65535,247599,30733.326,4257,65535
1169,263520,15715.247,0,54493,247599,30962.664,6385,54493
1170,263520,15475.932,0,55770,247599,30731.504,2980,55770
1171,263520,23680.199,0,65535,247599,28581.375,0,65535
1172,263520,44475.336,4257,65535,247599,23118.297,0,65535
1173,263520,44131.410,5108,65535,247599,23351.504,0,65535
1174,263520,44190.270,4257,65535,247599,23348.643,0,65535
1175,263520,43927.117,0,65535,247599,23155.816,0,65535
1176,263520,44232.012,5108,65535,247599,23373.957,0,65535
1177,263520,43951.391,5960,65535,247599,23177.496,0,65535
1178,263520,44226.258,5108,65535,247599,23413.580,0,65535
1179,263520,44030.738,4683,65535,247599,23237.732,0,65535
1180,263520,44245.082,1277,65535,247599,23429.250,0,65535
1181,263520,44221.348,4257,65535,247599,23368.500,0,65535
1182,263520,43902.977,5960,65535,247599,23147.537,0,65535
1183,263520,20685.893,0,60879,247599,29673.029,3405,60879
1184,263520,15493.494,0,57899,247599,30927.688,0,57899
1185,263520,15762.128,0,60453,247599,31046.199,5534,64285
1186,263520,15608.610,0,52790,247599,30871.957,2980,56196
1187,263520,15730.714,0,57899,247599,30982.369,7237,57899
1188,263520,15700.477,0,54919,247599,30901.438,3831,60453
1189,263520,15456.739,0,58325,247599,30666.578,6811,58325
1190,263520,15642.112,0,52364,247599,30826.363,2554,56196
1191,263520,15520.284,0,57473,247599,30731.713,5534,57473
1192,263520,15708.934,0,57047,247599,30942.322,6385,57899
1193,263520,15511.561,0,65535,247599,30728.945,5960,65535
1194,263520,23929.316,0,63008,247599,28252.564,0,63008
1195,263520,44601.941,4683,65535,247599,23228.051,0,65535
1196,263520,43899.602,5534,65535,247599,23148.711,0,65535
1197,263520,44271.559,0,65535,247599,23424.350,0,65535
1198,263520,44018.625,5534,65535,247599,23227.234,0,65535
1199,263520,44208.008,5108,65535,247599,23393.209,0,65535
1200,263520,44084.938,4683,65535,247599,23269.387,0,65535
