 ,Area(zone a),Mean(zone a),Min(zone a),Max(zone a),Area(zone b),Mean(zone b),Min(zone b),Max(zone b)
522,263520,15784.321,0,53642,247599,31029.803,6811,63433
523,263520,15490.491,0,63008,247599,30720.699,5108,65535
524,263520,15684.373,0,60879,247599,30935.193,5534,63433
525,263520,15525.990,0,60028,247599,30743.701,5534,60028
526,263520,15669.465,0,57473,247599,30898.182,4257,59176
527,263520,15499.913,0,55345,247599,30685.400,0,55345
528,263520,40298.023,4257,65535,247599,23832.791,0,65535
529,263520,44179.508,0,65535,247599,23308.221,0,65535
530,263520,43845.969,2128,65535,247599,23113.236,0,65535
531,263520,44170.961,0,65535,247599,23388.588,0,65535
532,263520,44041.344,5534,65535,247599,23257.539,0,65535
533,263520,44206.531,2128,65535,247599,23389.387,0,65535
534,263520,44281.930,4257,65535,247599,23405.361,0,65535
535,263520,44030.555,5108,65535,247599,23223.812,0,65535
536,263520,44290.746,4683,65535,247599,23399.953,0,65535
537,263520,44015.230,3831,65535,247599,23193.619,0,65535
538,263520,44340.641,5108,65535,247599,23468.646,0,65535
539,263520,33355.449,851,65535,247599,25957.607,0,65535
540,263520,15392.571,0,57473,247599,31249.562,5960,65535
541,263520,15835.821,0,65535,247599,31124.539,7237,65535
542,263520,15494.976,0,61731,247599,30786.537,2128,61731
543,263520,15782.577,0,55345,247599,31061.211,4683,55345
544,263520,15593.697,0,61305,247599,30877.416,3405,65535
545,263520,15716.186,0,54919,247599,30993.225,2128,57047
546,263520,15563.855,0,61305,247599,30824.840,7663,61305
547,263520,15751.752,0,55770,247599,31014.148,2980,55770
548,263520,15765.689,0,62156,247599,30989.975,4257,62156
549,263520,15449.533,0,52790,247599,30663.334,5960,53642
550,263520,15779.403,0,51513,247599,30978.818,2128,55770
551,263520,40828.238,4257,65535,247599,23777.955,0,65535
552,263520,44054.570,3405,65535,247599,23249.836,0,65535
553,263520,43927.090,5108,65535,247599,23205.498,0,65535
554,263520,43794.375,5960,65535,247599,23088.986,0,65535
555,263520,44076.359,6385,65535,247599,23308.479,0,65535
556,263520,43820.504,3831,65535,247599,23112.762,0,65535
557,263520,44207.516,5534,65535,247599,23417.453,0,65535
558,263520,43900.336,5960,65535,247599,23164.275,0,65535
559,263520,44140.695,5960,65535,247599,23374.852,0,65535
560,263520,43985.328,5534,65535,247599,23217.387,0,65535
561,263520,43957.301,2980,65535,247599,23165.482,0,65535
562,263520,33024.488,2554,65535,247599,26198.588,0,65535
563,263520,15239.483,0,62156,247599,31073.344,5534,62156
564,263520,15745.345,0,61731,247599,31064.307,0,61731
565,263520,15606.072,0,58325,247599,30923.609,0,58325
566,263520,15755.628,0,54493,247599,31080.305,5960,65535
567,263520,15583.805,0,54493,247599,30887.711,4683,57047
568,263520,15523.976,0,57899,247599,30819.773,6811,65136
569,263520,15764.747,0,62582,247599,31040.672,2980,62582
570,263520,15467.821,0,59602,247599,30738.568,5534,65535
571,263520,15706.051,0,59176,247599,31008.682,0,59176
572,263520,15577.883,0,55345,247599,30846.193,5960,55345
573,263520,15691.452,0,60879,247599,30955.426,3831,60879
574,263520,41609.996,4683,65535,247599,23894.943,0,65535
575,263520,43943.379,5534,65535,247599,23126.416,0,65535
576,263520,44159.238,5960,65535,247599,23338.496,0,65535
577,263520,43923.578,4683,65535,247599,23166.037,0,65535
578,263520,44170.336,4257,65535,247599,23383.213,0,65535
579,263520,43944.758,2554,65535,247599,23185.785,0,65535
580,263520,44187.117,0,65535,247599,23395.781,0,65535
581,263520,44190.422,5960,65535,247599,23353.295,0,65535
582,263520,43844.059,3405,65535,247599,23100.010,0,65535
583,263520,44238.488,4683,65535,247599,23420.686,0,65535
584,263520,43986.617,4683,65535,247599,23221.193,0,65535
585,263520,32459.998,1277,64711,247599,26279.004,0,63859
586,263520,15201.688,0,58325,247599,30973.008,5108,62156
587,263520,15745.391,0,59176,247599,31033.188,5108,59176
588,263520,15726.701,0,62156,247599,30983.898,5534,62156
589,263520,15420.296,0,57473,247599,30691.928,5534,61305
590,263520,15705.862,0,61305,247599,30959.322,2554,63433
591,263520,15531.604,0,53216,247599,30812.400,5534,57047
592,263520,15772.227,0,54067,247599,31068.016,1277,59176
593,263520,15536.940,0,58750,247599,30817.441,5960,65535
594,263520,15477.540,0,56622,247599,30742.986,425,56622
595,263520,15726.738,0,56196,247599,30987.668,6385,61731
596,263520,15462.371,0,54919,247599,30701.094,3405,54919
597,263520,42078.121,5960,65535,247599,23781.639,0,65535
598,263520,44042.367,0,65535,247599,23226.342,0,65535
599,263520,44187.699,5534,65535,247599,23409.105,0,65535
600,263520,44009.656,5108,65535,247599,23228.656,0,65535
601,263520,43941.023,4683,65535,247599,23183.820,0,65535
602,263520,44305.750,5534,65535,247599,23464.834,0,65535
603,263520,43980.434,3405,65535,247599,23212.066,0,65535
604,263520,44221.367,5108,65535,247599,23423.115,0,65535
605,263520,43987.141,0,65535,247599,23213.445,0,65535
606,263520,44084.234,3831,65535,247599,23297.908,0,65535
607,263520,43975.098,0,65535,247599,23200.723,0,65535
608,263520,31806.564,0,65535,247599,26226.363,0,65535
609,263520,15386.603,0,53216,247599,31141.459,4683,54493
610,263520,15491.128,0,52790,247599,30741.400,0,60879
611,263520,15642.666,0,62582,247599,30908.010,2554,63433
612,263520,15515.803,0,54067,247599,30763.938,6385,65535
613,263520,15703.716,0,62156,247599,30945.068,5108,62582
614,263520,15710.641,0,54919,247599,30919.514,2980,64285
615,263520,15369.503,0,54067,247599,30571.049,6385,54067
616,263520,15651.627,0,58750,247599,30833.773,5108,58750
617,263520,15372.215,0,60028,247599,30574.736,5108,60028
618,263520,15690.093,0,60879,247599,30938.330,0,60879
619,263520,15504.081,0,65535,247599,30736.076,0,65535
620,263520,42511.559,0,65535,247599,23689.447,0,65535
621,263520,44252.938,5960,65535,247599,23384.783,0,65535
622,263520,43893.789,4683,65535,247599,23136.467,0,65535
623,263520,44198.293,5534,65535,247599,23360.156,0,65535
624,263520,44048.930,5534,65535,247599,23248.906,0,65535
625,263520,44255.199,1702,65535,247599,23426.848,0,65535
626,263520,44020.484,3405,65535,247599,23209.064,0,65535
627,263520,44241.824,5108,65535,247599,23411.820,0,65535
628,263520,44264.680,1702,65535,247599,23393.980,0,65535
629,263520,44009.715,4257,65535,247599,23203.078,0,65535
630,263520,44334.516,4257,65535,247599,23441.969,0,65535
631,263520,31465.316,425,65535,247599,26449.975,0,65535
632,263520,15448.895,0,62156,247599,31268.723,2128,62156
633,263520,15587.559,0,59176,247599,30896.904,0,59176
634,263520,15483.820,0,64285,247599,30777.197,5960,64285
635,263520,15740.064,0,63859,247599,31014.650,425,63859
636,263520,15500.740,0,62582,247599,30774.738,2980,62582
637,263520,15712.639,0,62582,247599,30947.766,0,62582
638,263520,15490.000,0,62582,247599,30740.438,3831,62582
639,263520,15703.526,0,54919,247599,30954.711,4683,65136
640,263520,15495.955,0,51939,247599,30720.795,425,53642
641,263520,15437.038,0,62156,247599,30643.875,5960,62156
642,263520,15740.913,0,58750,247599,30925.969,2554,65535
643,263520,42591.160,3405,65535,247599,23269.277,0,65535
644,263520,44097.277,4683,65535,247599,23350.242,0,65535
645,263520,43882.039,4257,65535,247599,23157.645,0,65535
646,263520,44091.484,0,65535,247599,23320.379,0,65535
647,263520,43963.207,4683,65535,247599,23214.420,0,65535
648,263520,43894.086,2128,65535,247599,23131.412,0,65535
649,263520,44241.871,6385,65535,247599,23395.629,0,65535
650,263520,43924.395,5108,65535,247599,23130.893,0,65535
651,263520,44281.230,0,65535,247599,23444.449,0,65535
652,263520,44067.512,5534,65535,247599,23245.410,0,65535
653,263520,44240.020,5960,65535,247599,23397.656,0,65535
654,263520,31128.305,0,65136,247599,26656.203,0,65136
655,263520,15219.822,0,56196,247599,30980.738,2128,64285
656,263520,15835.348,0,54067,247599,31134.490,5960,65535
657,263520,15507.138,0,55345,247599,30810.473,851,64285
658,263520,15778.080,0,64285,247599,31097.549,3831,64711
659,263520,15598.319,0,60028,247599,30894.441,0,60028
660,263520,15698.155,0,65535,247599,30981.703,5534,65535
661,263520,15754.969,0,54919,247599,31001.643,0,54919
662,263520,15544.376,0,61731,247599,30797.582,2980,61731
663,263520,15760.355,0,61305,247599,30981.408,5108,61305
664,263520,15526.799,0,56196,247599,30749.111,6385,61305
665,263520,15639.278,0,53216,247599,30857.914,1702,65535
666,263520,43196.324,6385,65535,247599,23283.119,0,65535
667,263520,44045.047,851,65535,247599,23306.787,0,65535
668,263520,44059.727,5960,65535,247599,23293.443,0,65535
669,263520,43713.949,5960,65535,247599,23027.262,0,65535
670,263520,44050.738,5960,65535,247599,23287.469,0,65535
671,263520,43875.105,5534,65535,247599,23176.445,0,65535
672,263520,44102.816,4683,65535,247599,23372.520,0,65535
673,263520,43806.238,5960,65535,247599,23092.521,0,65535
674,263520,43812.094,5108,65535,247599,23087.404,0,65535
675,263520,44141.809,5534,65535,247599,23333.076,0,65535
676,263520,44005.410,0,65535,247599,23225.502,0,65535
677,263520,30695.078,0,65535,247599,26829.900,0,65535
678,263520,15310.344,0,55345,247599,31070.902,2980,59176
679,263520,15769.745,0,62582,247599,31085.121,5534,62582
680,263520,15620.106,0,63008,247599,30931.236,2554,65535
681,263520,15525.909,0,56622,247599,30830.236,7237,59176
682,263520,15817.164,0,55770,247599,31101.920,3831,55770
683,263520,15536.908,0,62156,247599,30828.719,5960,62156
684,263520,15760.371,0,65535,247599,31063.410,0,65535
685,263520,15559.019,0,55770,247599,30839.812,5534,64711
686,263520,15771.496,0,60028,247599,31069.020,5108,60028
687,263520,15502.475,0,62582,247599,30763.191,5534,65535
688,263520,15476.335,0,54493,247599,30712.199,2980,55770
689,263520,43925.355,5108,65535,247599,23359.508,0,65535
690,263520,43893.875,4683,65535,247599,23156.100,0,65535
691,263520,44179.793,5960,65535,247599,23406.877,0,65535
692,263520,44031.430,5108,65535,247599,23260.936,0,65535
693,263520,44180.469,3831,65535,247599,23392.717,0,65535
694,263520,44177.477,5534,65535,247599,23355.762,0,65535
695,263520,43878.535,0,65535,247599,23135.602,0,65535
696,263520,44203.492,0,65535,247599,23382.748,0,65535
697,263520,43906.941,6385,65535,247599,23166.418,0,65535
698,263520,44138.977,5108,65535,247599,23375.969,0,65535
699,263520,43967.945,3405,65535,247599,23217.584,0,65535
700,263520,30078.689,0,64711,247599,26841.293,0,64711
701,263520,15439.617,0,60879,247599,31127.574,6385,62582
702,263520,15536.799,0,56622,247599,30794.717,5534,56622
703,263520,15780.240,0,53216,247599,31039.924,0,59176
704,263520,15579.709,0,61305,247599,30860.949,4683,64711
705,263520,15691.051,0,57899,247599,30980.025,4683,57899
706,263520,15632.630,0,62582,247599,30917.670,0,65535
707,263520,15764.069,0,54493,247599,31063.441,3831,55345
708,263520,15766.494,0,62582,247599,31019.812,0,65535
709,263520,15523.298,0,54493,247599,30796.299,425,54493
710,263520,15809.210,0,64285,247599,31067.096,5108,65136
711,263520,15616.963,0,53216,247599,30881.781,0,53216
712,263520,44363.758,5108,65535,247599,23293.000,0,65535
713,263520,43990.008,2554,65535,247599,23260.525,0,65535
714,263520,43887.617,5534,65535,247599,23160.201,0,65535
715,263520,44307.426,0,65535,247599,23486.918,0,65535
716,263520,43950.340,2980,65535,247599,23207.816,0,65535
717,263520,44154.562,3405,65535,247599,23360.719,0,65535
718,263520,44020.699,5108,65535,247599,23264.018,0,65535
719,263520,44151.797,5108,65535,247599,23383.404,0,65535
720,263520,44032.594,5108,65535,247599,23271.201,0,65535
721,263520,43915.137,3831,65535,247599,23186.568,0,65535
722,263520,44290.684,5108,65535,247599,23485.943,0,65535
723,263520,29353.189,0,60453,247599,26732.508,0,59602
724,263520,15420.941,0,63859,247599,31133.961,2128,63859
725,263520,15572.476,0,65535,247599,30828.674,5960,65535
726,263520,15707.060,0,63008,247599,30977.123,0,63008
727,263520,15537.431,0,56622,247599,30780.650,1702,56622
728,263520,15465.254,0,60879,247599,30690.568,7663,62156
729,263520,15701.297,0,57047,247599,30901.686,6385,57047
730,263520,15419.719,0,60453,247599,30618.201,1702,60453
731,263520,15652.676,0,51939,247599,30885.613,6385,52364
732,263520,15533.061,0,59602,247599,30752.885,6385,60879
733,263520,15639.280,0,63008,247599,30890.670,2128,63008
734,263520,15652.200,0,51087,247599,30853.225,6811,51939
735,263520,44519.191,4257,65535,247599,23006.953,0,65535
736,263520,44191.480,4257,65535,247599,23443.002,0,65535
737,263520,43872.477,0,65535,247599,23149.834,0,65535
738,263520,44204.645,3405,65535,247599,23425.756,0,65535
739,263520,43962.289,0,65535,247599,23206.107,0,65535
740,263520,44186.984,5960,65535,247599,23405.668,0,65535
741,263520,44199.000,5534,65535,247599,23368.592,0,65535
742,263520,44012.203,3831,65535,247599,23248.805,0,65535
743,263520,44257.551,5108,65535,247599,23418.172,0,65535
744,263520,44114.590,0,65535,247599,23314.398,0,65535
745,263520,44220.793,5108,65535,247599,23426.148,0,65535
746,263520,29087.096,0,65535,247599,27039.383,0,65535
747,263520,15510.826,0,65535,247599,31264.688,1702,65535
748,263520,15774.251,0,61731,247599,31063.312,0,61731
749,263520,15432.943,0,55770,247599,30724.564,851,65535
750,263520,15722.437,0,65535,247599,30989.932,0,65535
751,263520,15560.847,0,58325,247599,30844.645,2128,58325
752,263520,15668.672,0,60879,247599,30934.947,1702,60879
753,263520,15511.204,0,65535,247599,30758.627,6811,65535
754,263520,15415.903,0,58750,247599,30642.029,4683,64285
755,263520,15682.938,0,60879,247599,30897.369,2554,60879
756,263520,15413.793,0,57473,247599,30621.373,0,57473
757,263520,15769.511,0,65535,247599,30882.379,5534,65535
758,263520,44488.484,3831,65535,247599,23017.510,0,65535
759,263520,43955.957,4257,65535,247599,23286.713,0,65535
760,263520,43873.789,4257,65535,247599,23187.777,0,65535
761,263520,43788.859,3831,65535,247599,23093.496,0,65535
762,263520,44095.676,3405,65535,247599,23330.902,0,65535
763,263520,43898.219,4257,65535,247599,23171.770,0,65535
764,263520,44218.855,5534,65535,247599,23436.555,0,65535
765,263520,44037.938,3831,65535,247599,23265.662,0,65535
766,263520,44241.422,3405,65535,247599,23439.852,0,65535
767,263520,44061.988,5534,65535,247599,23272.305,0,65535
768,263520,44035.402,4683,65535,247599,23247.234,0,65535
769,263520,28839.393,0,65535,247599,27338.562,0,65535
770,263520,15207.833,0,58325,247599,30908.234,3405,61731
771,263520,15774.558,0,62582,247599,31109.609,4257,63859
772,263520,15597.854,0,53642,247599,30904.791,2554,62582
773,263520,15722.055,0,64285,247599,31033.330,2980,64285
774,263520,15775.530,0,51939,247599,31047.324,2128,54919
775,263520,15400.660,0,65535,247599,30648.990,6385,65535
776,263520,15743.318,0,61305,247599,30983.158,4683,61305
777,263520,15415.067,0,57899,247599,30645.295,2980,57899
778,263520,15659.803,0,51087,247599,30902.508,5108,55345
779,263520,15543.930,0,60453,247599,30768.697,2554,63008
780,263520,16181.251,0,60453,247599,30795.545,5108,63008
781,263520,44730.723,0,65535,247599,23176.260,0,65535
782,263520,43718.371,4257,65535,247599,23067.436,0,65535
783,263520,44016.531,5960,65535,247599,23270.383,0,65535
784,263520,43783.301,5960,65535,247599,23096.117,0,65535
785,263520,43997.414,3405,65535,247599,23294.254,0,65535
786,263520,43799.309,3405,65535,247599,23117.537,0,65535
787,263520,43983.023,4257,65535,247599,23277.570,0,65535
788,263520,44063.402,2554,65535,247599,23293.898,0,65535
789,263520,43765.664,5108,65535,247599,23058.750,0,65535
790,263520,44114.605,5534,65535,247599,23306.613,0,65535
791,263520,43985.508,3831,65535,247599,23208.273,0,65535
792,263520,28264.686,0,65535,247599,27390.418,0,65535
793,263520,15271.126,0,55770,247599,30932.037,5108,55770
794,263520,15517.606,0,61731,247599,30798.117,0,61731
795,263520,15771.195,0,59176,247599,31052.111,2980,59176
796,263520,15543.489,0,53642,247599,30833.383,2980,57047
797,263520,15733.009,0,59176,247599,30998.852,851,59176
798,263520,15562.483,0,65535,247599,30839.561,3831,65535
799,263520,15731.421,0,56196,247599,31027.793,5960,59176
800,263520,15542.500,0,53216,247599,30801.322,6385,65535
801,263520,15456.844,0,60453,247599,30709.270,6385,60453
802,263520,15652.087,0,56622,247599,30868.803,2554,56622
803,263520,16342.998,0,54493,247599,30433.975,0,54493
804,263520,44860.914,5108,65535,247599,23266.803,0,65535
805,263520,43964.145,4257,65535,247599,23214.098,0,65535
806,263520,44163.793,5534,65535,247599,23374.779,0,65535
807,263520,43947.918,5534,65535,247599,23180.303,0,65535
808,263520,43890.133,2980,65535,247599,23132.668,0,65535
809,263520,44180.242,851,65535,247599,23353.471,0,65535
810,263520,43855.969,4257,65535,247599,23095.961,0,65535
811,263520,44094.812,4683,65535,247599,23319.652,0,65535
812,263520,43953.191,0,65535,247599,23179.975,0,65535
813,263520,44157.270,5108,65535,247599,23370.785,0,65535
814,263520,44138.891,3405,65535,247599,23320.742,0,65535
815,263520,27598.582,0,65535,247599,27303.598,0,65535
816,263520,15461.355,0,53642,247599,31049.221,6385,53642
817,263520,15483.762,0,52790,247599,30718.957,3831,63859
818,263520,15730.185,0,63859,247599,31004.693,5108,63859
819,263520,15543.422,0,57047,247599,30784.414,4683,57047
820,263520,15654.982,0,57899,247599,30917.227,2980,62156
821,263520,15672.785,0,56622,247599,30898.645,6385,63008
822,263520,15466.203,0,62156,247599,30713.887,5534,65535
823,263520,15775.842,0,57473,247599,31005.061,0,57473
824,263520,15516.752,0,55770,247599,30770.236,2980,65535
825,263520,15718.314,0,53216,247599,30972.846,3405,53216
826,263520,16874.406,0,59602,247599,30405.475,5108,59602
827,263520,44855.750,0,65535,247599,23271.748,0,65535
828,263520,44109.344,0,65535,247599,23298.262,0,65535
829,263520,43990.246,0,65535,247599,23210.934,0,65535
830,263520,44197.336,5108,65535,247599,23357.156,0,65535
831,263520,43984.598,3831,65535,247599,23200.740,0,65535
832,263520,44202.352,3405,65535,247599,23387.971,0,65535
833,263520,43962.066,2980,65535,247599,23169.137,0,65535
834,263520,43856.250,4257,65535,247599,23098.400,0,65535
835,263520,44228.078,5534,65535,247599,23390.682,0,65535
836,263520,43825.465,4683,65535,247599,23061.795,0,65535
837,263520,44148.805,0,65535,247599,23320.643,0,65535
838,263520,27200.582,0,61731,247599,27473.463,0,61731
839,263520,15433.165,0,59602,247599,31054.635,1277,59602
840,263520,15569.696,0,54493,247599,30807.766,3405,54493
841,263520,15417.008,0,51939,247599,30631.215,0,52364
842,263520,15677.723,0,63859,247599,30877.098,0,65535
843,263520,15412.576,0,57473,247599,30598.607,5108,57473
844,263520,15635.762,0,57473,247599,30850.865,4257,57473
845,263520,15474.268,0,60028,247599,30656.023,6385,60028
846,263520,15662.143,0,53642,247599,30869.004,6385,62582
847,263520,15483.234,0,54067,247599,30688.602,0,54067
848,263520,15383.921,0,61731,247599,30576.000,0,61731
849,263520,17430.354,0,57899,247599,30333.221,5108,57899
850,263520,44563.723,3831,65535,247599,23053.451,0,65535
851,263520,44081.562,5108,65535,247599,23334.357,0,65535
852,263520,43896.000,0,65535,247599,23121.832,0,65535
853,263520,44136.605,6811,65535,247599,23344.320,0,65535
854,263520,44260.281,5108,65535,247599,23394.322,0,65535
855,263520,44014.574,4683,65535,247599,23225.531,0,65535
856,263520,44336.379,5960,65535,247599,23467.969,0,65535
857,263520,44030.082,4683,65535,247599,23228.160,0,65535
858,263520,44264.617,5960,65535,247599,23435.316,0,65535
859,263520,44044.602,5960,65535,247599,23221.617,0,65535
860,263520,44249.137,5534,65535,247599,23410.502,0,65535
861,263520,27015.338,0,65535,247599,27848.703,0,65535
862,263520,15264.331,0,54067,247599,30907.699,5534,65535
863,263520,15824.092,0,62582,247599,31105.854,5108,62582
864,263520,15513.958,0,54067,247599,30794.186,0,65535
865,263520,15709.897,0,59602,247599,31003.986,6385,59602
866,263520,15597.019,0,63008,247599,30862.508,3405,64711
867,263520,15652.986,0,61731,247599,30922.521,0,61731
868,263520,15698.404,0,55770,247599,30913.770,0,55770
869,263520,15472.416,0,61305,247599,30702.660,6811,65535
870,263520,15689.020,0,61305,247599,30886.701,2128,61305
871,263520,15523.090,0,51087,247599,30739.385,5108,51087
872,263520,17829.824,0,63859,247599,30192.426,2554,63859
873,263520,44465.137,5108,65535,247599,23033.303,0,65535
874,263520,43759.742,4257,65535,247599,23110.941,0,65535
875,263520,44131.168,2128,65535,247599,23366.090,0,65535
876,263520,43905.008,3831,65535,247599,23185.674,0,65535
877,263520,44211.262,5960,65535,247599,23407.707,0,65535
878,263520,43963.672,4257,65535,247599,23211.881,0,65535
879,263520,44251.152,3831,65535,247599,23458.795,0,65535
880,263520,44070.449,1702,65535,247599,23286.846,0,65535
881,263520,43977.328,5108,65535,247599,23209.936,0,65535
882,263520,44223.020,4683,65535,247599,23378.482,0,65535
883,263520,43920.719,3831,65535,247599,23143.732,0,65535
884,263520,26576.695,0,58750,247599,28071.016,0,58750
885,263520,15326.076,0,61305,247599,30960.266,0,61305
886,263520,15736.182,0,63433,247599,31076.867,6385,65136
887,263520,15626.304,0,53216,247599,30940.627,1277,55770
888,263520,15463.539,0,62156,247599,30745.229,2980,63859
889,263520,15741.700,0,55770,247599,31019.355,5534,65535
890,263520,15464.575,0,58325,247599,30731.592,851,58325
891,263520,15712.702,0,59176,247599,30996.764,5108,65535
892,263520,15493.399,0,52364,247599,30736.859,2128,65535
893,263520,15692.923,0,54493,247599,30963.213,3405,60028
894,263520,15757.925,0,62582,247599,30978.623,4257,62582
895,263520,18008.732,0,57473,247599,29820.170,5108,62156
896,263520,44603.016,5534,65535,247599,23146.928,0,65535
897,263520,43664.488,3405,65535,247599,23042.348,0,65535
898,263520,44103.973,3831,65535,247599,23420.129,0,65535
899,263520,43832.219,5534,65535,247599,23168.615,0,65535
900,263520,43987.250,0,65535,247599,23305.297,0,65535
901,263520,44000.918,5108,65535,247599,23284.932,0,65535
902,263520,43717.691,4683,65535,247599,23071.354,0,65535
903,263520,44043.266,3405,65535,247599,23310.777,0,65535
904,263520,43899.652,5960,65535,247599,23191.545,0,65535
905,263520,44121.102,5534,65535,247599,23387.135,0,65535
906,263520,44038.680,1702,65535,247599,23291.803,0,65535
907,263520,25955.229,0,59602,247599,28021.307,0,60453
908,263520,15475.454,0,54919,247599,31086.227,5534,65535
909,263520,15543.113,0,64285,247599,30861.236,0,64285
910,263520,15704.136,0,63008,247599,30996.006,6385,65535
911,263520,15530.607,0,65535,247599,30842.422,5534,65535
912,263520,15697.530,0,65535,247599,31020.383,2128,65535
913,263520,15484.307,0,59602,247599,30779.783,3831,65535
914,263520,15444.123,0,57047,247599,30726.760,3831,65136
915,263520,15730.213,0,51513,247599,31001.332,0,51513
916,263520,15469.470,0,63859,247599,30748.441,1702,63859
917,263520,15646.964,0,57047,247599,30891.607,7237,65535
918,263520,18634.869,0,54919,247599,29920.859,3405,54919
919,263520,44744.707,0,65535,247599,23264.703,0,65535
920,263520,43941.039,5534,65535,247599,23238.324,0,65535
921,263520,43906.484,5108,65535,247599,23195.422,0,65535
922,263520,44181.664,2554,65535,247599,23398.359,0,65535
923,263520,43937.242,6385,65535,247599,23227.822,0,65535
924,263520,44229.910,5108,65535,247599,23483.691,0,65535
925,263520,44019.570,2980,65535,247599,23279.174,0,65535
926,263520,44146.273,4257,65535,247599,23399.648,0,65535
927,263520,43979.684,5534,65535,247599,23246.777,0,65535
928,263520,43855.301,3405,65535,247599,23156.768,0,65535
929,263520,44175.879,5960,65535,247599,23410.523,0,65535
930,263520,25247.705,0,59176,247599,27894.549,0,59176
931,263520,15518.911,0,53642,247599,31120.221,7237,56196
932,263520,15552.158,0,60028,247599,30832.834,6385,60028
933,263520,15714.557,0,62582,247599,31018.162,1277,62582
934,263520,15730.163,0,55770,247599,31006.783,4683,64711
935,263520,15528.290,0,58750,247599,30808.936,3405,60028
936,263520,15758.753,0,65535,247599,31032.527,5534,65535
937,263520,15400.440,0,54493,247599,30662.873,425,63859
938,263520,15681.010,0,52364,247599,30981.008,425,52364
939,263520,15582.776,0,64285,247599,30871.277,3405,64285
940,263520,15738.050,0,65535,247599,31027.887,4683,65535
941,263520,19180.877,0,60028,247599,29861.412,3831,60028
942,263520,44497.863,5108,65535,247599,23059.818,0,65535
943,263520,44231.207,5108,65535,247599,23466.738,0,65535
944,263520,43970.539,0,65535,247599,23230.742,0,65535
945,263520,44137.414,5960,65535,247599,23373.535,0,65535
946,263520,43982.695,2980,65535,247599,23238.385,0,65535
947,263520,44144.719,0,65535,247599,23385.658,0,65535
948,263520,44202.812,5534,65535,247599,23395.572,0,65535
949,263520,43871.203,3405,65535,247599,23134.125,0,65535
950,263520,44185.508,3405,65535,247599,23375.383,0,65535
951,263520,43906.871,4257,65535,247599,23171.867,0,65535
952,263520,44117.035,4683,65535,247599,23360.168,0,65535
953,263520,24967.135,0,60028,247599,28203.941,2554,60028
954,263520,15246.721,0,51513,247599,30801.764,4257,64285
955,263520,15679.884,0,60028,247599,30925.033,2128,60028
956,263520,15429.664,0,60028,247599,30676.100,0,65535
957,263520,15722.388,0,60028,247599,30942.934,2554,60028
958,263520,15471.928,0,59176,247599,30701.553,425,59176
959,263520,15609.519,0,65535,247599,30837.117,0,65535
960,263520,15525.833,0,57047,247599,30745.963,6385,57047
961,263520,15440.259,0,57899,247599,30649.348,0,57899
962,263520,15661.229,0,62582,247599,30859.334,6385,62582
963,263520,15419.703,0,54493,247599,30635.322,2980,59602
964,263520,19699.215,0,54493,247599,29820.564,2554,58325
965,263520,44547.895,5108,65535,247599,23105.971,0,65535
966,263520,44073.652,5108,65535,247599,23338.010,0,65535
967,263520,43947.238,0,65535,247599,23197.578,0,65535
968,263520,43917.070,3831,65535,247599,23165.857,0,65535
969,263520,44215.172,4683,65535,247599,23375.742,0,65535
970,263520,43949.055,5108,65535,247599,23186.500,0,65535
971,263520,44251.129,4683,65535,247599,23433.863,0,65535
972,263520,44041.090,6385,65535,247599,23236.732,0,65535
973,263520,44288.633,2980,65535,247599,23455.340,0,65535
974,263520,44287.527,5108,65535,247599,23421.320,0,65535
975,263520,43921.723,5534,65535,247599,23131.447,0,65535
976,263520,24718.541,0,64285,247599,28507.721,0,64285
977,263520,15284.014,0,65535,247599,30859.795,4683,65535
978,263520,15812.489,0,58325,247599,31148.330,2128,65535
979,263520,15597.990,0,57899,247599,30904.799,0,57899
980,263520,15698.731,0,65535,247599,31000.273,4257,65535
981,263520,15777.841,0,60879,247599,31039.191,5534,60879
982,263520,15458.464,0,54919,247599,30706.824,0,54919
983,263520,15774.564,0,61731,247599,31013.338,5108,61731
984,263520,15552.825,0,52790,247599,30789.574,0,59602
985,263520,15626.308,0,61305,247599,30866.936,3405,61305
986,263520,15498.071,0,59176,247599,30705.857,5534,60453
987,263520,20007.295,0,63433,247599,29500.203,0,63433
988,263520,44600.402,4257,65535,247599,23166.602,0,65535
989,263520,43728.504,0,65535,247599,23058.365,0,65535
990,263520,44065.555,5534,65535,247599,23302.324,0,65535
991,263520,43890.887,4257,65535,247599,23153.199,0,65535
992,263520,44179.605,4683,65535,247599,23402.521,0,65535
993,263520,43965.562,3831,65535,247599,23204.150,0,65535
994,263520,43897.156,4257,65535,247599,23122.365,0,65535
995,263520,44218.152,4683,65535,247599,23364.625,0,65535
996,263520,43868.762,4683,65535,247599,23084.475,0,65535
997,263520,44262.605,5108,65535,247599,23391.893,0,65535
998,263520,44028.523,2554,65535,247599,23205.285,0,65535
999,263520,24222.027,0,65535,247599,28616.428,2554,65535
1000,263520,15448.974,0,56196,247599,31032.037,2554,57047
1001,263520,15518.519,0,54919,247599,30820.859,0,54919
1002,263520,15816.358,0,56196,247599,31107.104,1702,65535
1003,263520,15541.506,0,59176,247599,30835.893,0,59176
1004,263520,15723.885,0,63008,247599,31013.549,5960,65535
