time_s,ch1_v,ch2_v
-0.0025,0.315025036,2.47065345
-0.0024975,0.309999911,2.480703701
-0.002495,0.315025036,2.475678575
-0.0024925,0.309999911,2.475678575
-0.00249,0.315025036,2.465628324
-0.0024875,0.315025036,2.490753952
-0.002485,0.320050162,2.485728826
-0.0024825,0.320050162,2.475678575
-0.00248,0.320050162,2.475678575
-0.0024775,0.309999911,2.475678575
-0.002475,0.315025036,2.47065345
-0.0024725,0.320050162,2.475678575
-0.00247,0.315025036,2.47065345
-0.0024675,0.315025036,2.465628324
-0.002465,0.315025036,2.47065345
-0.0024625,0.309999911,2.485728826
-0.00246,0.309999911,2.480703701
-0.0024575,0.309999911,2.475678575
-0.002455,0.320050162,2.47065345
-0.0024525,0.315025036,2.475678575
-0.00245,0.304974785,2.490753952
-0.0024475,0.309999911,2.475678575
-0.002445,0.315025036,2.47065345
-0.0024425,0.315025036,2.47065345
-0.00244,0.304974785,2.475678575
-0.0024375,0.315025036,2.485728826
-0.002435,0.309999911,2.475678575
-0.0024325,0.320050162,2.475678575
-0.00243,0.309999911,2.47065345
-0.0024275,0.315025036,2.485728826
-0.002425,0.309999911,2.475678575
-0.0024225,0.309999911,2.47065345
-0.00242,0.315025036,2.465628324
-0.0024175,0.309999911,2.475678575
-0.002415,0.309999911,2.480703701
-0.0024125,0.320050162,2.47065345
-0.00241,0.320050162,2.475678575
-0.0024075,0.304974785,2.475678575
-0.002405,0.309999911,2.475678575
-0.0024025,0.315025036,2.480703701
-0.0024,0.315025036,2.465628324
-0.0023975,0.325075287,2.465628324
-0.002395,0.315025036,2.47065345
-0.0023925,0.315025036,2.485728826
-0.00239,0.304974785,2.490753952
-0.0023875,0.309999911,2.465628324
-0.002385,0.320050162,2.460603199
-0.0023825,0.320050162,2.475678575
-0.00238,0.320050162,2.480703701
-0.0023775,0.315025036,2.480703701
-0.002375,0.304974785,2.475678575
-0.0023725,0.315025036,2.475678575
-0.00237,0.309999911,2.480703701
-0.0023675,0.325075287,2.490753952
-0.002365,0.315025036,2.475678575
-0.0023625,0.315025036,2.47065345
-0.00236,0.320050162,2.480703701
-0.0023575,0.309999911,2.480703701
-0.002355,0.320050162,2.490753952
-0.0023525,0.315025036,2.480703701
-0.00235,0.315025036,2.475678575
-0.0023475,0.320050162,2.480703701
-0.002345,0.320050162,2.475678575
-0.0023425,0.304974785,2.485728826
-0.00234,0.309999911,2.480703701
-0.0023375,0.29994966,2.480703701
-0.002335,0.304974785,2.47065345
-0.0023325,0.304974785,2.480703701
-0.00233,0.325075287,2.475678575
-0.0023275,0.309999911,2.47065345
-0.002325,0.309999911,2.480703701
-0.0023225,0.309999911,2.490753952
-0.00232,0.320050162,2.480703701
-0.0023175,0.309999911,2.47065345
-0.002315,0.315025036,2.47065345
-0.0023125,0.309999911,2.475678575
-0.00231,0.320050162,2.475678575
-0.0023075,0.304974785,2.490753952
-0.002305,0.309999911,2.475678575
-0.0023025,0.315025036,2.47065345
-0.0023,0.320050162,2.475678575
-0.0022975,0.309999911,2.485728826
-0.002295,0.320050162,2.47065345
-0.0022925,0.309999911,2.475678575
-0.00229,0.315025036,2.47065345
-0.0022875,0.320050162,2.485728826
-0.002285,0.315025036,2.480703701
-0.0022825,0.309999911,2.47065345
-0.00228,0.309999911,2.465628324
-0.0022775,0.309999911,2.480703701
-0.002275,0.315025036,2.480703701
-0.0022725,0.320050162,2.475678575
-0.00227,0.320050162,2.475678575
-0.0022675,0.315025036,2.475678575
-0.002265,0.320050162,2.480703701
-0.0022625,0.309999911,2.485728826
