time_s,ch1_raw,ch2_raw,ch1_centered,ch2_centered,ch1_normalized,ch2_normalized
0.0,-2.1268719,-0.5335301,-1.1046632831999998,0.6617437278999999,-1.4201885016491662,0.8606283705015716
0.0002500000000000002,-2.1670729,-0.5335301,-1.1448642832,0.6617437278999999,-1.471872122190451,0.8606283705015716
0.0005000000000000004,-2.1268719,-0.5335301,-1.1046632831999998,0.6617437278999999,-1.4201885016491662,0.8606283705015716
0.0007500000000000007,-2.0766207,-0.4832789,-1.0544120832,0.7119949279,-1.355584040254072,0.9259823837673898
0.0010000000000000009,-2.2474749,-0.5737311,-1.2252662831999999,0.6215427278999999,-1.5752393632730193,0.8083451078670641
0.0012500000000000011,-2.2173242,-0.5033794,-1.1951155832000002,0.6918944278999999,-1.5364767121485676,0.8998407524501361
0.0015000000000000013,-2.2072739,-0.5335301,-1.1850652832000002,0.6617437278999999,-1.5235557427317354,0.8606283705015716
0.0017500000000000016,-2.2474749,-0.4631784,-1.2252662831999999,0.7320954278999999,-1.5752393632730193,0.9521240150846435
0.0020000000000000018,-2.2474749,-0.5737311,-1.2252662831999999,0.6215427278999999,-1.5752393632730193,0.8083451078670641
0.002250000000000002,-2.1369222,-0.5335301,-1.1147135832,0.6617437278999999,-1.4331094710659986,0.8606283705015716
0.0025000000000000022,-2.2273744,-0.5335301,-1.2051657832,0.6617437278999999,-1.5493975530023774,0.8606283705015716
0.0027500000000000024,-2.2575252,-0.5335301,-1.2353165832,0.6617437278999999,-1.5881603326898517,0.8606283705015716
0.0030000000000000027,-2.2072739,-0.5737311,-1.1850652832000002,0.6215427278999999,-1.5235557427317354,0.8083451078670641
0.003250000000000003,-2.2374247,-0.5234799,-1.2152160832,0.6717939278999999,-1.5623185224192098,0.8736991211328824
0.003500000000000003,-2.2675754,-0.4732286,-1.2453667832000002,0.7220452278999999,-1.6010811735436619,0.9390532644533327
0.0037500000000000033,-2.2575252,-0.5234799,-1.2353165832,0.6717939278999999,-1.5881603326898517,0.8736991211328824
0.0040000000000000036,-2.2474749,-0.5335301,-1.2252662831999999,0.6617437278999999,-1.5752393632730193,0.8606283705015716
0.004250000000000004,-2.2474749,-0.5033794,-1.2252662831999999,0.6918944278999999,-1.5752393632730193,0.8998407524501361
0.004500000000000004,-2.2474749,-0.5335301,-1.2252662831999999,0.6617437278999999,-1.5752393632730193,0.8606283705015716
0.004750000000000004,-2.1972237,-0.4832789,-1.1750150832,0.7119949279,-1.510634901877925,0.9259823837673898
0.0050000000000000044,-2.1670729,-0.5335301,-1.1448642832,0.6617437278999999,-1.471872122190451,0.8606283705015716
0.005250000000000005,-2.2273744,-0.5033794,-1.2051657832,0.6918944278999999,-1.5493975530023774,0.8998407524501361
0.005500000000000005,-2.2474749,-0.4732286,-1.2252662831999999,0.7220452278999999,-1.5752393632730193,0.9390532644533327
0.005750000000000005,-2.2273744,-0.5435804,-1.2051657832,0.6516934279,-1.5493975530023774,0.8475574898156288
0.006000000000000005,-2.2876759,-0.4531281,-1.2654672832,0.7421457278999999,-1.626922983814304,0.9651948957705864
0.0062500000000000056,-2.3077764,-0.5536306,-1.2855677831999999,0.6416432279,-1.652764794084946,0.8344867391843179
0.006500000000000006,-2.2675754,-0.5335301,-1.2453667832000002,0.6617437278999999,-1.6010811735436619,0.8606283705015716
0.006750000000000006,-2.2273744,-0.5234799,-1.2051657832,0.6717939278999999,-1.5493975530023774,0.8736991211328824
0.007000000000000006,-2.2072739,-0.4531281,-1.1850652832000002,0.7421457278999999,-1.5235557427317354,0.9651948957705864
0.0072500000000000064,-2.2675754,-0.5636809,-1.2453667832000002,0.6315929278999999,-1.6010811735436619,0.8214158584983751
0.007500000000000007,-2.2675754,-0.4531281,-1.2453667832000002,0.7421457278999999,-1.6010811735436619,0.9651948957705864
0.007750000000000007,-2.2575252,-0.4430779,-1.2353165832,0.7521959278999999,-1.5881603326898517,0.9782656464018972
0.008000000000000007,-2.2474749,-0.4531281,-1.2252662831999999,0.7421457278999999,-1.5752393632730193,0.9651948957705864
