,Ch1,Ch2,Ch3,Ch4,Ch5
Ch1,0.0,-175.7301946985648,-169.34324281533122,-172.75363547431127,178.7755392803394
Ch2,175.7301946985648,0.0,6.386951883233536,2.9765592242535206,-5.494266021095854
Ch3,169.34324281533122,-6.386951883233536,0.0,-3.4103926589800437,-11.88121790432939
Ch4,172.7536354743113,-2.9765592242535206,3.4103926589800437,0.0,-8.470825245349374
Ch5,-178.7755392803394,5.494266021095854,11.88121790432939,8.470825245349374,0.0
