x-axis,1,2
second,Volt,Volt
-50.00000E-03,-486.67090E-03,-675.64071E-03
-49.95000E-03,-484.15834E-03,-680.66583E-03
-49.90000E-03,-492.95231E-03,-646.74623E-03
-49.85000E-03,-501.74628E-03,-620.36432E-03
-49.80000E-03,-510.54025E-03,-591.46985E-03
-49.75000E-03,-516.82165E-03,-567.60051E-03
-49.70000E-03,-523.10306E-03,-551.26885E-03
-49.65000E-03,-534.40959E-03,-534.93719E-03
-49.60000E-03,-538.17844E-03,-517.34925E-03
-49.55000E-03,-546.97241E-03,-506.04272E-03
-49.50000E-03,-550.74125E-03,-494.73619E-03
-49.45000E-03,-557.02266E-03,-479.66081E-03
-49.40000E-03,-564.56035E-03,-470.86684E-03
-49.35000E-03,-572.09803E-03,-459.56031E-03
-49.30000E-03,-573.35432E-03,-453.27890E-03
-49.25000E-03,-583.40457E-03,-444.48493E-03
-49.20000E-03,-589.68597E-03,-435.69096E-03
-49.15000E-03,-594.71110E-03,-429.40955E-03
-49.10000E-03,-602.24879E-03,-425.64071E-03
-49.05000E-03,-606.01763E-03,-416.84674E-03
-49.00000E-03,-607.27391E-03,-411.82161E-03
-48.95000E-03,-618.58045E-03,-409.30905E-03
-48.90000E-03,-623.60557E-03,-401.77136E-03
-48.85000E-03,-624.86185E-03,-396.74624E-03
-48.80000E-03,-629.88698E-03,-389.20855E-03
-48.75000E-03,-639.93723E-03,-387.95227E-03
-48.70000E-03,-643.70607E-03,-380.41458E-03
-48.65000E-03,-646.21864E-03,-381.67086E-03
-48.60000E-03,-652.50004E-03,-374.13317E-03
-48.55000E-03,-658.78145E-03,-370.36433E-03
-48.50000E-03,-661.29401E-03,-369.10805E-03
-48.45000E-03,-670.08798E-03,-362.82664E-03
-48.40000E-03,-675.11311E-03,-360.31408E-03
-48.35000E-03,-678.88195E-03,-356.54523E-03
-48.30000E-03,-681.39452E-03,-356.54523E-03
-48.25000E-03,-687.67592E-03,-354.03267E-03
-48.20000E-03,-696.46989E-03,-350.26382E-03
-48.15000E-03,-700.23874E-03,-347.75126E-03
-48.10000E-03,-705.26386E-03,-345.23870E-03
-48.05000E-03,-710.28899E-03,-340.21357E-03
-48.00000E-03,-716.57040E-03,-338.95729E-03
-47.95000E-03,-717.82668E-03,-336.44473E-03
-47.90000E-03,-724.10808E-03,-333.93217E-03
-47.85000E-03,-729.13321E-03,-330.16332E-03
-47.80000E-03,-734.15833E-03,-332.67589E-03
-47.75000E-03,-740.43974E-03,-323.88192E-03
-47.70000E-03,-742.95230E-03,-327.65076E-03
