,Ch1,Ch2,Ch3,Ch4,Ch5
Ch1,1.0,-0.8451794741611277,-0.9257361120621999,-0.9307405757960959,-0.9488667531933792
Ch2,-0.8451794741611277,1.0,0.8512197852015723,0.8494773480649357,0.8772952340030389
Ch3,-0.9257361120621999,0.8512197852015723,1.0,0.9246093376489083,0.9426560065920586
Ch4,-0.9307405757960959,0.8494773480649357,0.9246093376489083,1.0,0.9421298554261242
Ch5,-0.9488667531933792,0.8772952340030389,0.9426560065920586,0.9421298554261242,1.0
