,Ch1,Ch2,Ch3,Ch4,Ch5
Ch1,0.0,-175.27140949226683,-169.69409439238987,-173.13478462475496,178.70845479858076
Ch2,175.2714094922668,0.0,5.577315099876927,2.1366248675118698,-6.020135709152385
Ch3,169.69409439238984,-5.577315099876927,0.0,-3.440690232365057,-11.597450809029311
Ch4,173.13478462475496,-2.1366248675118698,3.440690232365057,0.0,-8.156760576664254
Ch5,-178.70845479858076,6.020135709152385,11.597450809029311,8.156760576664254,0.0
