pc_time_s,idx,teensy_t_us,raw1,raw2,raw3,raw4,raw5,idx_jump,missing_frames,time_s,voltage1,voltage2,voltage3,voltage4,voltage5
4.011412,4013,4012998,2778,3504,3475,3501,3270,1,0,4.012998,2.238681318681319,2.8237362637362637,2.8003663003663,2.8213186813186812,2.635164835164835
4.01245,4014,4013998,2912,3473,3458,3478,3197,1,0,4.013998,2.3466666666666667,2.7987545787545787,2.7866666666666666,2.8027838827838827,2.5763369963369964
4.013386,4015,4014998,3101,3421,3437,3444,3048,1,0,4.014998,2.498974358974359,2.756849816849817,2.7697435897435896,2.7753846153846156,2.456263736263736
4.014419,4016,4015998,3190,3386,3425,3422,2922,1,0,4.015998,2.570695970695971,2.7286446886446885,2.76007326007326,2.7576556776556775,2.3547252747252747
4.015586,4017,4016998,3243,3358,3417,3409,2810,1,0,4.016998,2.6134065934065935,2.706080586080586,2.7536263736263735,2.747179487179487,2.2644688644688644
4.01641,4018,4017998,3175,3401,3438,3437,2940,1,0,4.017998,2.5586080586080584,2.740732600732601,2.7705494505494506,2.7697435897435896,2.3692307692307693
4.017413,4019,4018998,3021,3457,3458,3474,3130,1,0,4.018998,2.4345054945054945,2.7858608058608056,2.7866666666666666,2.7995604395604397,2.5223443223443223
4.018379,4020,4019998,2892,3485,3469,3491,3216,1,0,4.019998,2.3305494505494506,2.808424908424908,2.7955311355311356,2.813260073260073,2.5916483516483515
4.019374,4021,4020998,2778,3502,3476,3501,3268,1,0,4.020998,2.238681318681319,2.8221245421245422,2.801172161172161,2.8213186813186812,2.6335531135531136
4.020408,4022,4021998,2909,3474,3458,3480,3196,1,0,4.021998,2.344249084249084,2.7995604395604397,2.7866666666666666,2.804395604395604,2.5755311355311354
4.021523,4023,4022998,3102,3421,3437,3443,3049,1,0,4.022998,2.4997802197802197,2.756849816849817,2.7697435897435896,2.7745787545787546,2.457069597069597
4.022406,4024,4023998,3178,3386,3426,3424,2922,1,0,4.023998,2.561025641025641,2.7286446886446885,2.760879120879121,2.759267399267399,2.3547252747252747
4.023387,4025,4024998,3241,3359,3418,3409,2808,1,0,4.024998,2.6117948717948716,2.706886446886447,2.7544322344322345,2.747179487179487,2.262857142857143
4.02438,4026,4025998,3175,3400,3436,3438,2947,1,0,4.025998,2.5586080586080584,2.73992673992674,2.768937728937729,2.7705494505494506,2.374871794871795
4.025381,4027,4026998,3020,3456,3466,3474,3130,1,0,4.026998,2.4336996336996335,2.785054945054945,2.793113553113553,2.7995604395604397,2.5223443223443223
4.026413,4028,4027998,2893,3485,3469,3491,3218,1,0,4.027998,2.331355311355311,2.808424908424908,2.7955311355311356,2.813260073260073,2.5932600732600735
4.02738,4029,4028998,2778,3503,3476,3501,3268,1,0,4.028998,2.238681318681319,2.8229304029304028,2.801172161172161,2.8213186813186812,2.6335531135531136
4.028433,4030,4029998,2912,3474,3460,3478,3197,1,0,4.029998,2.3466666666666667,2.7995604395604397,2.788278388278388,2.8027838827838827,2.5763369963369964
4.029406,4031,4030998,3102,3420,3438,3444,3050,1,0,4.030998,2.4997802197802197,2.756043956043956,2.7705494505494506,2.7753846153846156,2.457875457875458
4.030376,4032,4031998,3191,3385,3424,3422,2922,1,0,4.031998,2.5715018315018314,2.727838827838828,2.759267399267399,2.7576556776556775,2.3547252747252747
4.03162,4033,4032998,3242,3360,3416,3409,2808,1,0,4.032998,2.6126007326007326,2.707692307692308,2.752820512820513,2.747179487179487,2.262857142857143
4.032398,4034,4033998,3175,3401,3436,3437,2948,1,0,4.033998,2.5586080586080584,2.740732600732601,2.768937728937729,2.7697435897435896,2.3756776556776558
4.033377,4035,4034998,3022,3457,3459,3473,3129,1,0,4.034998,2.4353113553113555,2.7858608058608056,2.7874725274725276,2.7987545787545787,2.5215384615384617
4.03438,4036,4035998,2892,3485,3468,3492,3217,1,0,4.035998,2.3305494505494506,2.808424908424908,2.7947252747252747,2.814065934065934,2.5924542124542125
4.035376,4037,4036998,2778,3502,3476,3501,3268,1,0,4.036998,2.238681318681319,2.8221245421245422,2.801172161172161,2.8213186813186812,2.6335531135531136
4.036404,4038,4037998,2912,3473,3460,3479,3197,1,0,4.037998,2.3466666666666667,2.7987545787545787,2.788278388278388,2.8035897435897437,2.5763369963369964
4.037413,4039,4038998,3101,3421,3437,3444,3047,1,0,4.038998,2.498974358974359,2.756849816849817,2.7697435897435896,2.7753846153846156,2.4554578754578755
4.038375,4040,4039998,3190,3386,3425,3422,2920,1,0,4.039998,2.570695970695971,2.7286446886446885,2.76007326007326,2.7576556776556775,2.353113553113553
4.039411,4041,4040998,3242,3358,3416,3409,2811,1,0,4.040998,2.6126007326007326,2.706080586080586,2.752820512820513,2.747179487179487,2.2652747252747254
4.040395,4042,4041998,3175,3401,3435,3440,2948,1,0,4.041998,2.5586080586080584,2.740732600732601,2.768131868131868,2.772161172161172,2.3756776556776558
4.041402,4043,4042998,3022,3456,3458,3473,3129,1,0,4.042998,2.4353113553113555,2.785054945054945,2.7866666666666666,2.7987545787545787,2.5215384615384617
4.042391,4044,4043998,2892,3496,3469,3491,3217,1,0,4.043998,2.3305494505494506,2.8172893772893772,2.7955311355311356,2.813260073260073,2.5924542124542125
4.043373,4045,4044998,2778,3502,3476,3501,3267,1,0,4.044998,2.238681318681319,2.8221245421245422,2.801172161172161,2.8213186813186812,2.6327472527472526
4.044382,4046,4045998,2910,3473,3459,3478,3197,1,0,4.045998,2.345054945054945,2.7987545787545787,2.7874725274725276,2.8027838827838827,2.5763369963369964
4.045652,4047,4046998,3101,3420,3437,3444,3048,1,0,4.046998,2.498974358974359,2.756043956043956,2.7697435897435896,2.7753846153846156,2.456263736263736
4.046411,4048,4047998,3190,3386,3417,3423,2922,1,0,4.047998,2.570695970695971,2.7286446886446885,2.7536263736263735,2.7584615384615385,2.3547252747252747
4.047401,4049,4048998,3243,3358,3416,3409,2810,1,0,4.048998,2.6134065934065935,2.706080586080586,2.752820512820513,2.747179487179487,2.2644688644688644
4.048393,4050,4049998,3176,3401,3435,3440,2947,1,0,4.049998,2.5594139194139194,2.740732600732601,2.768131868131868,2.772161172161172,2.374871794871795
4.049377,4051,4050998,3022,3456,3459,3473,3128,1,0,4.050998,2.4353113553113555,2.785054945054945,2.7874725274725276,2.7987545787545787,2.5207326007326007
4.050374,4052,4051998,2894,3485,3468,3490,3217,1,0,4.051998,2.332161172161172,2.808424908424908,2.7947252747252747,2.8124542124542122,2.5924542124542125
4.05138,4053,4052998,2779,3502,3476,3501,3267,1,0,4.052998,2.2394871794871793,2.8221245421245422,2.801172161172161,2.8213186813186812,2.6327472527472526
4.052515,4054,4053998,2916,3482,3460,3479,3197,1,0,4.053998,2.3498901098901097,2.806007326007326,2.788278388278388,2.8035897435897437,2.5763369963369964
4.053414,4055,4054998,3100,3420,3438,3443,3048,1,0,4.054998,2.498168498168498,2.756043956043956,2.7705494505494506,2.7745787545787546,2.456263736263736
4.054403,4056,4055998,3189,3385,3425,3422,2922,1,0,4.055998,2.56989010989011,2.727838827838828,2.76007326007326,2.7576556776556775,2.3547252747252747
4.055377,4057,4056998,3243,3358,3417,3408,2812,1,0,4.056998,2.6134065934065935,2.706080586080586,2.7536263736263735,2.7463736263736265,2.266080586080586
4.056411,4058,4057998,3174,3401,3437,3438,2947,1,0,4.057998,2.557802197802198,2.740732600732601,2.7697435897435896,2.7705494505494506,2.374871794871795
4.057394,4059,4058998,3020,3457,3458,3474,3128,1,0,4.058998,2.4336996336996335,2.7858608058608056,2.7866666666666666,2.7995604395604397,2.5207326007326007
4.058379,4060,4059998,2896,3486,3469,3492,3218,1,0,4.059998,2.3337728937728937,2.809230769230769,2.7955311355311356,2.814065934065934,2.5932600732600735
4.059374,4061,4060998,2779,3502,3476,3510,3269,1,0,4.060998,2.2394871794871793,2.8221245421245422,2.801172161172161,2.8285714285714287,2.634358974358974
4.060392,4062,4061998,2910,3473,3459,3479,3197,1,0,4.061998,2.345054945054945,2.7987545787545787,2.7874725274725276,2.8035897435897437,2.5763369963369964
4.061403,4063,4062998,3101,3421,3438,3444,3052,1,0,4.062998,2.498974358974359,2.756849816849817,2.7705494505494506,2.7753846153846156,2.4594871794871795
4.062407,4064,4063998,3189,3385,3426,3422,2923,1,0,4.063998,2.56989010989011,2.727838827838828,2.760879120879121,2.7576556776556775,2.3555311355311357
4.063404,4065,4064998,3242,3364,3416,3409,2809,1,0,4.064998,2.6126007326007326,2.710915750915751,2.752820512820513,2.747179487179487,2.263663003663004
4.064414,4066,4065998,3175,3401,3436,3438,2946,1,0,4.065998,2.5586080586080584,2.740732600732601,2.768937728937729,2.7705494505494506,2.3740659340659342
4.065402,4067,4066998,3021,3457,3458,3474,3129,1,0,4.066998,2.4345054945054945,2.7858608058608056,2.7866666666666666,2.7995604395604397,2.5215384615384617
4.066406,4068,4067998,2893,3485,3468,3492,3216,1,0,4.067998,2.331355311355311,2.808424908424908,2.7947252747252747,2.814065934065934,2.5916483516483515
4.067384,4069,4068998,2779,3502,3476,3497,3268,1,0,4.068998,2.2394871794871793,2.8221245421245422,2.801172161172161,2.818095238095238,2.6335531135531136
4.068433,4070,4069998,2912,3473,3460,3478,3197,1,0,4.069998,2.3466666666666667,2.7987545787545787,2.788278388278388,2.8027838827838827,2.5763369963369964
4.069389,4071,4070998,3101,3420,3436,3444,3050,1,0,4.070998,2.498974358974359,2.756043956043956,2.768937728937729,2.7753846153846156,2.457875457875458
4.070419,4072,4071998,3191,3385,3426,3422,2920,1,0,4.071998,2.5715018315018314,2.727838827838828,2.760879120879121,2.7576556776556775,2.353113553113553
4.071425,4073,4072998,3241,3358,3417,3406,2809,1,0,4.072998,2.6117948717948716,2.706080586080586,2.7536263736263735,2.744761904761905,2.263663003663004
4.072407,4074,4073998,3176,3400,3435,3437,2946,1,0,4.073998,2.5594139194139194,2.73992673992674,2.768131868131868,2.7697435897435896,2.3740659340659342
